,tweet_id
798,1271208638800109570
799,1251930514765815810
800,1250028498288246784
801,1249923797613936640
802,1247273262440210434
803,1248345322763382785
804,1255222400628686848
805,1254889964677943297
806,1253067401886871559
807,1253643589428666370
808,1258354975543119876
809,1264251982769987586
810,1265287825852780546
811,1265216640272269312
812,1244995365239169024
813,1239927791182925835
814,1255227598919122952
815,1241179213052424194
816,1265351390202933249
817,1250826171035467778
818,1242947078227189760
819,1229340500353855491
820,1232636432407240704
821,1232478413690064896
822,1266924378601783296
823,1267300221051998208
824,1253715321602535424
825,1271419941548437504
826,1263073386600837120
827,1243387844179062787
828,1242933424576442369
829,1237635158527877121
830,1237577893149982721
831,1257353738215403526
832,1258680538703056896
833,1233302294713815040
834,1232859710338015232
835,1232717860180459522
836,1233104815171014656
837,1255227656146165764
838,1266978530212143104
839,1252995034225561602
840,1250562289452843011
841,1238191425659064321
842,1234909028293189633
843,1233727365769027584
844,1233655273585246208
845,1229897183723429888
846,1263599465732038656
847,1248632108328914946
848,1243177728297316354
849,1243516399013761028
850,1255583804305084423
851,1255463715127930880
852,1253718932118286338
853,1237485520223002625
854,1231048415246680064
855,1231141579089379328
856,1263812740553928711
857,1262747857154523142
858,1241786824223346688
859,1228994932645548036
860,1228993925911842816
861,1228809669960970240
862,1228869355162755073
863,1262832454488010752
864,1249689020151496704
865,1233138857249529856
866,1262921527361757185
867,1247580984800940038
868,1240960023875985408
869,1262664288616865792
870,1230564660224483332
871,1250840363591499784
872,1253019876031070217
873,1252372740289384450
874,1264838615718232064
875,1240259543591825409
876,1262832576697446400
877,1253771097083981827
878,1253084566119743501
879,1232679338765701120
880,1253423921249964038
881,1262086839197929473
882,1269418680720297984
883,1253704227576320001
884,1253702401766424583
885,1265658405059887108
886,1250441690499788808
887,1260572294746865664
888,1243849649057869825
889,1249788861191991296
890,1249724496241668101
891,1271550043808546816
892,1247688102107320325
893,1268980231290920966
894,1267897972588773376
895,1268281817171243008
896,1250140043970150400
897,1269424016542117888
898,1267559447485911046
899,1267553269783511040
900,1249675586882146306
901,1263593421538603010
902,1252731103208632321
903,1244008092850946049
904,1270107611401093120
905,1250103822879506432
906,1255156068595855363
907,1252356459834167296
908,1252595844215259137
909,1240736693134786562
910,1247246636096671751
911,1250418727985672194
912,1250256455778947075
913,1258352156186378241
914,1258185376201654273
915,1258533347648659456
916,1258185069820338183
917,1252751131811479553
918,1248282540466561024
919,1255883659107696642
920,1242517758925029376
921,1242402535819948032
922,1240427313340301319
923,1230263933379829762
924,1260355738632847361
925,1271182279600222209
926,1266356009527902208
927,1252312955502366720
928,1252567344620109824
929,1237893460608167947
930,1245754700760219648
931,1265703442187763713
932,1270317496546009089
933,1265353145141432320
934,1247616550271680512
935,1252266380956782593
936,1236537139409510400
937,1247886148615036930
938,1265309739337969664
939,1265598038002851840
940,1236951123077894144
941,1242776165842137088
942,1271887515499343873
943,1271791106276175872
944,1228742815187906560
945,1252349630362169344
946,1269702443807408129
947,1258537353783570433
948,1252415318053416962
949,1257920063623114752
950,1250234720979505153
951,1266905532054585344
952,1254900669045243904
953,1266880331266711552
954,1242438286397718528
955,1248253470714425344
956,1270617784788160512
957,1258047494078029824
958,1257962054503272448
959,1250154615447777280
960,1243637737133146120
961,1243810287616131074
962,1265639672027340800
963,1267703418946301953
964,1267461865396998144
965,1267260915860242433
966,1242787902666551296
967,1251894469172977666
968,1262407004355563521
969,1257619511227879429
970,1246938205074665484
971,1266117564540743680
972,1262751765037903879
973,1262713941391802369
974,1262718862866419713
975,1230994419622596608
976,1243579171877478406
977,1250755822285660162
978,1263554503762157568
979,1263971395043762176
980,1263526528127729664
981,1266083614833303553
982,1268187041331916800
983,1271785213069320193
984,1263978183789023233
985,1269377671240114176
986,1263205883707785219
987,1240248721238966272
988,1255261813249368064
989,1272144531446734850
990,1243254657482240001
991,1254987091236155392
992,1269835419732127747
993,1269775282698719232
994,1269597637977743360
995,1268861454440189952
996,1249565613787238400
997,1252214253899190279
998,1240687283075813377
999,1233178116119564288
1000,1270010303422566403
1001,1252175175098957825
1002,1251978965041979393
1003,1250201785924562945
1004,1240621818618101760
1005,1238145501230317574
1006,1236033174884560898
1007,1267369062226690050
1008,1228683114014289920
1009,1241703786801963008
1010,1241548914534252544
1011,1269629336069574658
1012,1262739191177203720
1013,1247286214132195331
1014,1229468743719358465
1015,1250162938628853761
1016,1270818038217158659
1017,1270452074606665734
1018,1242134977086701568
1019,1242155553599696904
1020,1240632034097278977
1021,1243786237686755330
1022,1247318936883884032
1023,1260335085774987264
1024,1243345984643641345
1025,1266469626319273984
1026,1262594169903755271
1027,1252657237333590016
1028,1243268106790805505
1029,1266229207840915457
1030,1250101782891483136
1031,1238958093112709121
1032,1237914259704741888
1033,1259609942576656384
1034,1250200573137137664
1035,1241447167199453185
1036,1237966549719248898
1037,1241428894156304392
1038,1238512454730055681
1039,1230098173420503040
1040,1260974774664257536
1041,1249787918832582662
1042,1248802913989922816
1043,1240451397881036800
1044,1239622732926472192
1045,1248322553686474754
1046,1266144738668802050
1047,1271874245803507713
1048,1258158756958842880
1049,1264687002525396992
1050,1255753730298953729
1051,1247635779691544576
1052,1271251693578133504
1053,1243305770835259397
1054,1238766823950233601
1055,1232348762988797952
1056,1232249709055676416
1057,1232274703177408512
1058,1244317423060373506
1059,1244459155823505410
1060,1244305893682003968
1061,1268522530710544385
1062,1255287072337821697
1063,1270776180954849280
1064,1270452095427252224
1065,1262758771039727616
1066,1258717348229455875
1067,1237849596052639745
1068,1249859049761280001
1069,1265617842298392576
1070,1265187162405761024
1071,1268731409998454785
1072,1239566588132691968
1073,1238107115765534721
1074,1266005193813975040
1075,1260313193982779393
1076,1271262076871172096
1077,1264269255786106880
1078,1242936664626003968
1079,1271436350399471621
1080,1250510578491277315
1081,1265007618935762945
1082,1260482411705651203
1083,1237114434067316738
1084,1237149879039922177
1085,1234650227547803648
1086,1228046753154420742
1087,1248477694133600256
1088,1245151491440205825
1089,1255196072550576130
1090,1253102245853478913
1091,1239204366713860102
1092,1238063159388377088
1093,1245019510614212608
1094,1245591833368866816
1095,1254941434194456576
1096,1252947997534695424
1097,1252618387705847809
1098,1239154011569147905
1099,1271939434011693056
1100,1242534163103825920
1101,1263558449356390401
1102,1248326809554386944
1103,1239668882908069888
1104,1236714601829597187
1105,1270041849215025152
1106,1271219306571825153
1107,1238185908458962945
1108,1249161849179955200
1109,1249069921113460736
1110,1265663483439448065
1111,1238224362014158849
1112,1263109507900600320
1113,1257670156265746432
1114,1248073048756027392
1115,1247616585126330373
1116,1242472683939467264
1117,1229096141091897346
1118,1257624220227399680
1119,1245038050796863491
1120,1263962104714784768
1121,1263139356803510272
1122,1239691951001219072
1123,1239666180421496832
1124,1245062140207206401
1125,1243592150660591622
1126,1239606896585252868
1127,1262770767227260928
1128,1271048686949318657
1129,1241183333494804486
1130,1271596539543240710
1131,1271549295565602816
1132,1244985144462774273
1133,1249897050470154242
1134,1238975363608391682
1135,1253639422643494913
1136,1244055181982969856
1137,1268182557432188930
1138,1258363931057369088
1139,1238210435863715841
1140,1249050208832454656
1141,1269924629348593664
1142,1262760303449665536
1143,1255879140919652355
1144,1240056474447032330
1145,1271455759948304386
1146,1271471472121458689
1147,1265630339734659072
1148,1251900580013977600
1149,1263238701011828739
1150,1247979055082684417
1151,1250133221842587653
1152,1226839733885689857
1153,1271589829986443264
1154,1242785953753837568
1155,1246153796952227843
1156,1257695910592741377
1157,1271049543258431488
1158,1255869324583149568
1159,1240004068887728129
1160,1240592980244934656
1161,1249076701918892032
1162,1232865950661169152
1163,1266464193139654656
1164,1271591451802193921
1165,1271717955705937920
1166,1262979680216453120
1167,1249136669825081346
1168,1236851594777395200
1169,1271454090292334594
1170,1248966011426148353
1171,1263048144071376896
1172,1263104106152910849
1173,1246896906413813761
1174,1228891753081532417
1175,1228810305217626112
1176,1244679257323945997
1177,1270896564513443841
1178,1263034095509966853
1179,1252670989978255360
1180,1252293452806660097
1181,1271921720337797120
1182,1270170004932243456
1183,1243550485732155392
1184,1264292645213483008
1185,1255106848841256961
1186,1248037968146829312
1187,1264236515581968384
1188,1229676927037759490
1189,1253503571347333121
1190,1267974797792772096
1191,1257439589276487683
1192,1247345708866379779
1193,1252800266253950981
1194,1252758715314339842
1195,1233125812737585154
1196,1264687003880153089
1197,1268530182270464001
1198,1240501389404467200
1199,1251978014679687168
1200,1262819257693491200
1201,1237691517621415938
1202,1258577562206375938
1203,1258180643709542400
1204,1255933556930547713
1205,1242107802384031745
1206,1241470005562224640
1207,1247738710902190081
1208,1253693978467237895
1209,1248345325963632640
1210,1260385842603884546
1211,1260310148058316807
1212,1253295694258909187
1213,1243880586873384961
1214,1242952044412989440
1215,1270912399814430720
1216,1270322190475550720
1217,1238246719156092931
1218,1262562215569342464
1219,1250143423035846662
1220,1266674620381515777
1221,1266887749006753802
1222,1251946158513172484
1223,1243261073987219457
1224,1250162928004648960
1225,1266800544057827338
1226,1268890035740442625
1227,1243329146207567873
1228,1238244835385114624
1229,1258731269812183045
1230,1268607232347762688
1231,1250427044518719496
1232,1247988312930910210
1233,1242893961422934016
1234,1267511374810214400
1235,1269353883106566145
1236,1262545358367965184
1237,1258588694572924934
1238,1258560873142067200
1239,1247244319351640064
1240,1245720140169138177
1241,1268637621590376448
1242,1245510057908998145
1243,1269294803944177664
1244,1248327461139402752
1245,1241119978339926023
1246,1263830748001218562
1247,1262523130490359808
1248,1263825952439586821
1249,1238297893041307648
1250,1250522053389606912
1251,1244305872249147393
1252,1245032129840451585
1253,1244317440215056384
1254,1241169810156814338
1255,1241145873737953291
1256,1235583739138371585
1257,1247853184216858624
1258,1247644270032453638
1259,1268372839578710023
1260,1260312604276293633
1261,1235582513944420352
1262,1250112344274776069
1263,1263534467873980423
1264,1258427575627546624
1265,1265060842573369344
1266,1268228342592888834
1267,1247587970598739976
1268,1263425532714196998
1269,1263594439328464897
1270,1263601274060189699
1271,1270720033174417408
1272,1232359643046973440
1273,1247602329072939008
1274,1263857296452407296
1275,1248359056332533761
1276,1249829857678077953
1277,1270032379256676352
1278,1266427982387822592
1279,1266462285544947714
1280,1266668619842363392
1281,1266360164027756545
1282,1250118601924886529
1283,1262406487856623616
1284,1263970293225316358
1285,1242189144945602564
1286,1240645223170088963
1287,1252669311191257092
1288,1265001068473257986
1289,1247843298007490560
1290,1264646233794072576
1291,1255258390701498368
1292,1240281473854423040
1293,1263253310733049856
1294,1230181701399257088
1295,1230178107426033668
1296,1229761550719836160
1297,1258255236486983681
1298,1262150922316070913
1299,1253062710637531139
1300,1255929184452411393
1301,1254552222698012672
1302,1252739778224635904
1303,1255398916083920896
1304,1262939864489697280
1305,1243338835733278720
1306,1255199580213391361
1307,1255187252994506754
1308,1271133603200749568
1309,1253109436199194624
1310,1243096602287443968
1311,1243017330059366402
1312,1255016162636652550
1313,1253042043011596293
1314,1250498426996961287
1315,1242786324039401473
1316,1271627579355803648
1317,1271698820058013696
1318,1260554153643831297
1319,1255871257670635520
1320,1252709624316338178
1321,1232867952979894274
1322,1250876618395926528
1323,1250826997397413894
1324,1244078917037764608
1325,1245000025404571649
1326,1243701519633039361
1327,1242946490450010114
1328,1238188212432011269
1329,1268979040624373760
1330,1265811543981125632
1331,1263255636164456448
1332,1263420553341403136
1333,1258709242384506880
1334,1267786504757182474
1335,1252931490121486336
1336,1252687610859925504
1337,1255481180322967553
1338,1250808203807506434
1339,1246041225158971392
1340,1245800383466868736
1341,1240677176082608130
1342,1239331523201040400
1343,1263962110112854016
1344,1250531359652638721
1345,1264677325112655872
1346,1243656696985247750
1347,1263178260923416577
1348,1244021231445295104
1349,1267839459623608324
1350,1228271164406976512
1351,1265739627618545664
1352,1248260018731810817
1353,1244275853346947072
1354,1267878228640911362
1355,1257788598235148301
1356,1246132837079793664
1357,1253755425155158017
1358,1265280803254095872
1359,1248771259581825025
1360,1252156298726043650
